time,random_seed,scenario_id,TGT_01_pos_x,TGT_01_pos_y,TGT_01_pos_z,INTERCEPTOR_01_pos_x,INTERCEPTOR_01_pos_y,INTERCEPTOR_01_pos_z,snr_db,miss_distance_m,g_force,track_status,missile_launched,TGT_01_rcs_instantaneous,TGT_01_rcs_mean,TGT_01_sigma_min,TGT_01_sigma_max,TGT_01_display_label
27.6,101,SU27_01_43km_head-on,31920.0,3385.0,3446.0,26756.23,3022.02,2934.57,20.26,5340.88,3.61,CONFIRMED,True,4.09593,3.65628,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
27.7,101,SU27_01_43km_head-on,31880.0,3390.0,3444.0,26854.3,3036.27,2947.63,21.7,5201.72,10.57,CONFIRMED,True,5.67762,3.65787,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
27.8,101,SU27_01_43km_head-on,31840.0,3395.0,3442.0,26952.56,3049.64,2960.11,16.33,5062.53,15.45,CONFIRMED,True,1.63846,3.65948,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
27.9,101,SU27_01_43km_head-on,31800.0,3400.0,3440.0,27051.05,3062.34,2971.58,23.04,4923.27,9.82,CONFIRMED,True,7.65651,3.66108,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
28.0,101,SU27_01_43km_head-on,31760.0,3405.0,3438.0,27149.62,3075.23,2982.68,14.92,4783.93,9.41,CONFIRMED,True,1.17362,3.6627,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
28.1,101,SU27_01_43km_head-on,31720.0,3410.0,3436.0,27248.04,3088.97,2994.07,20.33,4644.53,10.54,CONFIRMED,True,4.0564,3.66432,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
28.2,101,SU27_01_43km_head-on,31680.0,3415.0,3434.0,27346.32,3103.17,3005.97,21.95,4505.19,4.54,CONFIRMED,True,5.86849,3.66594,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
28.3,101,SU27_01_43km_head-on,31640.0,3420.0,3432.0,27444.54,3117.52,3018.13,22.01,4365.92,2.53,CONFIRMED,True,5.91335,3.66757,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
28.4,101,SU27_01_43km_head-on,31600.0,3425.0,3430.0,27542.61,3132.89,3030.79,16.85,4226.66,21.1,CONFIRMED,True,1.79438,3.66921,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
28.5,101,SU27_01_43km_head-on,31560.0,3430.0,3428.0,27640.4,3149.48,3043.64,23.7,4087.44,8.58,CONFIRMED,True,8.654,3.67085,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
28.6,101,SU27_01_43km_head-on,31520.0,3435.0,3426.0,27738.16,3166.56,3055.92,25.18,3948.38,7.21,CONFIRMED,True,12.09667,3.6725,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
28.7,101,SU27_01_43km_head-on,31480.0,3440.0,3424.0,27835.88,3183.97,3068.26,19.56,3809.37,8.14,CONFIRMED,True,3.30279,3.67416,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
28.8,101,SU27_01_43km_head-on,31440.0,3445.0,3422.0,27933.46,3201.91,3081.14,18.62,3670.38,9.04,CONFIRMED,True,2.64268,3.67582,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
28.9,101,SU27_01_43km_head-on,31400.0,3450.0,3420.0,28030.9,3219.83,3094.4,21.07,3531.45,9.52,CONFIRMED,True,4.62222,3.67749,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
29.0,101,SU27_01_43km_head-on,31360.0,3455.0,3418.0,28128.49,3236.48,3107.79,22.03,3392.62,17.82,CONFIRMED,True,5.74815,3.67916,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
29.1,101,SU27_01_43km_head-on,31320.0,3460.0,3416.0,28226.32,3251.81,3121.46,19.39,3253.71,11.86,CONFIRMED,True,3.10925,3.68084,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
29.2,101,SU27_01_43km_head-on,31280.0,3465.0,3414.0,28324.23,3266.28,3135.58,23.07,3114.63,8.4,CONFIRMED,True,7.23306,3.68252,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
29.3,101,SU27_01_43km_head-on,31240.0,3470.0,3412.0,28422.21,3279.99,3149.95,-2.73,2975.5,7.99,CONFIRMED,True,0.34785,3.68421,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
29.4,101,SU27_01_43km_head-on,31200.0,3475.0,3410.0,28520.34,3293.26,3163.4,16.97,2836.32,21.4,CONFIRMED,True,1.75775,3.68591,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
29.5,101,SU27_01_43km_head-on,31160.0,3480.0,3408.0,28618.77,3306.38,3174.82,-2.48,2697.11,20.39,CONFIRMED,True,0.67532,3.68761,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
29.6,101,SU27_01_43km_head-on,31120.0,3485.0,3406.0,28717.4,3319.91,3184.28,20.58,2557.81,22.25,CONFIRMED,True,3.99115,3.68932,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
29.7,101,SU27_01_43km_head-on,31080.0,3490.0,3404.0,28815.99,3334.77,3192.59,25.24,2418.45,17.73,CONFIRMED,True,11.6217,3.69104,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
29.8,101,SU27_01_43km_head-on,31040.0,3495.0,3402.0,28914.37,3349.88,3201.51,16.79,2279.15,20.04,CONFIRMED,True,1.65148,3.69276,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
29.9,101,SU27_01_43km_head-on,31000.0,3500.0,3400.0,29012.83,3363.62,3211.63,21.05,2139.99,18.37,CONFIRMED,True,4.38741,3.69449,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
30.0,101,SU27_01_43km_head-on,30960.0,3505.0,3398.0,29111.5,3376.35,3220.74,17.78,2000.73,30.0,CONFIRMED,True,2.05619,3.69623,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
30.1,101,SU27_01_43km_head-on,30920.0,3510.0,3396.0,29210.37,3389.87,3227.93,21.69,1861.43,22.8,CONFIRMED,True,5.0296,3.69797,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
30.2,101,SU27_01_43km_head-on,30880.0,3515.0,3394.0,29309.03,3405.49,3233.67,20.76,1722.07,30.0,CONFIRMED,True,4.04083,3.69971,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
30.3,101,SU27_01_43km_head-on,30840.0,3520.0,3392.0,29407.5,3421.87,3238.92,18.95,1582.92,12.08,CONFIRMED,True,2.64691,3.70147,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
30.4,101,SU27_01_43km_head-on,30800.0,3525.0,3390.0,29506.09,3436.72,3244.82,18.63,1443.99,24.93,CONFIRMED,True,2.44802,3.70323,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
30.5,101,SU27_01_43km_head-on,30760.0,3530.0,3388.0,29604.81,3450.35,3252.35,15.48,1305.02,30.0,CONFIRMED,True,1.18096,3.705,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
30.6,101,SU27_01_43km_head-on,30720.0,3535.0,3386.0,29703.4,3464.64,3260.05,13.65,1165.85,30.0,CONFIRMED,True,0.77092,3.70677,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
30.7,101,SU27_01_43km_head-on,30680.0,3540.0,3384.0,29802.11,3479.52,3264.99,20.76,1026.78,30.0,CONFIRMED,True,3.94261,3.70855,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
30.8,101,SU27_01_43km_head-on,30640.0,3545.0,3382.0,29900.8,3495.69,3267.98,15.3,887.98,30.0,CONFIRMED,True,1.11556,3.71034,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
30.9,101,SU27_01_43km_head-on,30600.0,3550.0,3380.0,29999.23,3511.82,3270.95,17.78,749.57,30.0,CONFIRMED,True,1.962,3.71213,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
31.0,101,SU27_01_43km_head-on,30560.0,3555.0,3378.0,30097.87,3526.19,3275.8,19.6,611.78,30.0,CONFIRMED,True,2.96974,3.71393,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
31.1,101,SU27_01_43km_head-on,30520.0,3560.0,3376.0,30196.55,3539.24,3283.19,15.34,474.17,30.0,CONFIRMED,True,1.1092,3.71574,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
31.2,101,SU27_01_43km_head-on,30480.0,3565.0,3374.0,30295.14,3550.81,3293.05,21.54,337.14,30.0,CONFIRMED,True,4.59659,3.71755,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
31.3,101,SU27_01_43km_head-on,30440.0,3570.0,3372.0,30393.34,3561.51,3305.6,25.3,202.31,30.0,CONFIRMED,True,10.86198,3.71937,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
31.4,101,SU27_01_43km_head-on,30400.0,3575.0,3370.0,30491.08,3571.7,3320.84,20.0,81.6,30.0,CONFIRMED,True,3.18956,3.7212,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
31.5,101,SU27_01_43km_head-on,30400.0,3575.0,3370.0,30491.08,3571.7,3320.84,0.19,103.56,30.0,CONFIRMED,True,0.51584,3.72303,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
